mechanism,XH2_fuel,P_atm,T_K,1000/T,phi,diluent,label,IDT_s,IDT_ms
Full,0.05,10.0,1350.0,0.7407407407407407,1.0,N2,,0.0011945299017367815,1.1945299017367816
Full,0.05,10.0,1400.0,0.7142857142857143,1.0,N2,,0.0006938287736815946,0.6938287736815946
Full,0.05,10.0,1450.0,0.6896551724137931,1.0,N2,,0.00040715239462087795,0.40715239462087793
Full,0.05,10.0,1500.0,0.6666666666666666,1.0,N2,,0.0002460672794193795,0.2460672794193795
Full,0.05,10.0,1550.0,0.6451612903225806,1.0,N2,,0.00015488880513578245,0.15488880513578246
Full,0.05,10.0,1600.0,0.625,1.0,N2,,0.0008490536777270712,0.8490536777270712
Full,0.05,10.0,1650.0,0.6060606060606061,1.0,N2,,0.0012430113523045616,1.2430113523045616
Full,0.05,10.0,1700.0,0.5882352941176471,1.0,N2,,0.0005026273990006212,0.5026273990006213
Full,0.05,10.0,1750.0,0.5714285714285714,1.0,N2,,0.00045430517132861867,0.4543051713286187
Full,0.05,10.0,1800.0,0.5555555555555556,1.0,N2,,0.000542454973282176,0.5424549732821761
Full,0.05,10.0,1850.0,0.5405405405405406,1.0,N2,,0.0003754816334228337,0.3754816334228337
Full,0.05,10.0,1900.0,0.5263157894736842,1.0,N2,,0.0006596948033250056,0.6596948033250056
Full,0.05,10.0,1950.0,0.5128205128205128,1.0,N2,,0.00029936149338492357,0.29936149338492357
Full,0.05,10.0,2000.0,0.5,1.0,N2,,0.0002837682460477787,0.2837682460477787
Full,0.3,1.2,1000.0,1.0,1.0,N2,,0.02867038316548925,28.670383165489252
Full,0.3,1.2,1052.6315789473683,0.9500000000000001,1.0,N2,,0.005836970635568156,5.836970635568155
Full,0.3,1.2,1105.2631578947369,0.9047619047619048,1.0,N2,,0.001698370456773231,1.698370456773231
Full,0.3,1.2,1157.8947368421052,0.8636363636363636,1.0,N2,,0.0008138343315975906,0.8138343315975906
Full,0.3,1.2,1210.5263157894738,0.8260869565217391,1.0,N2,,0.0004848832251401136,0.4848832251401136
Full,0.3,1.2,1263.157894736842,0.7916666666666666,1.0,N2,,0.0003247710934479723,0.3247710934479723
Full,0.3,1.2,1315.7894736842104,0.7600000000000001,1.0,N2,,0.00023206696967622488,0.23206696967622487
Full,0.3,1.2,1368.421052631579,0.7307692307692307,1.0,N2,,0.0004903221903727657,0.4903221903727657
Full,0.3,1.2,1421.0526315789473,0.7037037037037037,1.0,N2,,0.0072152254670599875,7.215225467059987
Full,0.3,1.2,1473.6842105263158,0.6785714285714286,1.0,N2,,0.008409268659191763,8.409268659191763
Full,0.3,1.2,1526.3157894736842,0.6551724137931034,1.0,N2,,0.020424784970976783,20.424784970976784
Full,0.3,1.2,1578.9473684210525,0.6333333333333334,1.0,N2,,0.004939652823070039,4.939652823070039
Full,0.3,1.2,1631.578947368421,0.6129032258064516,1.0,N2,,0.004348590546142714,4.348590546142714
Full,0.3,1.2,1684.2105263157896,0.59375,1.0,N2,,0.004077314133005287,4.077314133005287
Full,0.3,1.2,1736.842105263158,0.5757575757575758,1.0,N2,,0.005205290873880406,5.205290873880406
Full,0.3,1.2,1789.4736842105262,0.5588235294117647,1.0,N2,,0.005332382781735534,5.332382781735534
Full,0.3,1.2,1842.1052631578946,0.5428571428571429,1.0,N2,,0.007273744949741225,7.273744949741225
Full,0.3,1.2,1894.7368421052631,0.5277777777777778,1.0,N2,,0.004597487677177312,4.5974876771773125
Full,0.3,1.2,1947.3684210526317,0.5135135135135135,1.0,N2,,0.0037453106942714185,3.7453106942714185
Full,0.3,1.2,2000.0,0.5,1.0,N2,,0.002914401049582009,2.914401049582009
Full,0.3,10.0,1000.0,1.0,1.0,N2,,0.013648757408424287,13.648757408424286
Full,0.3,10.0,1052.6315789473683,0.9500000000000001,1.0,N2,,0.005612109730221757,5.612109730221757
Full,0.3,10.0,1105.2631578947369,0.9047619047619048,1.0,N2,,0.0024846127209804977,2.484612720980498
Full,0.3,10.0,1157.8947368421052,0.8636363636363636,1.0,N2,,0.0011529003903988054,1.1529003903988053
Full,0.3,10.0,1210.5263157894738,0.8260869565217391,1.0,N2,,0.0005504318224840026,0.5504318224840026
Full,0.3,10.0,1263.157894736842,0.7916666666666666,1.0,N2,,0.00026761186568450315,0.2676118656845031
Full,0.3,10.0,1315.7894736842104,0.7600000000000001,1.0,N2,,0.00013376854858102526,0.13376854858102527
Full,0.3,10.0,1368.421052631579,0.7307692307692307,1.0,N2,,7.142568211864357e-05,0.07142568211864357
Full,0.3,10.0,1421.0526315789473,0.7037037037037037,1.0,N2,,4.2416331916139534e-05,0.042416331916139534
Full,0.3,10.0,1473.6842105263158,0.6785714285714286,1.0,N2,,2.790696557088046e-05,0.02790696557088046
Full,0.3,10.0,1526.3157894736842,0.6551724137931034,1.0,N2,,1.9857534287548218e-05,0.019857534287548217
Full,0.3,10.0,1578.9473684210525,0.6333333333333334,1.0,N2,,1.4989838666175312e-05,0.014989838666175311
Full,0.3,10.0,1631.578947368421,0.6129032258064516,1.0,N2,,2.6198448932180424e-05,0.026198448932180422
Full,0.3,10.0,1684.2105263157896,0.59375,1.0,N2,,0.0005724367262354732,0.5724367262354731
Full,0.3,10.0,1736.842105263158,0.5757575757575758,1.0,N2,,0.0004887478798998964,0.48874787989989643
Full,0.3,10.0,1789.4736842105262,0.5588235294117647,1.0,N2,,0.0004604768328807615,0.4604768328807615
Full,0.3,10.0,1842.1052631578946,0.5428571428571429,1.0,N2,,0.0004385529460676445,0.4385529460676445
Full,0.3,10.0,1894.7368421052631,0.5277777777777778,1.0,N2,,0.00033042976966540886,0.3304297696654089
Full,0.3,10.0,1947.3684210526317,0.5135135135135135,1.0,N2,,0.0003443579595205234,0.3443579595205234
Full,0.3,10.0,2000.0,0.5,1.0,N2,,0.0006736097769257257,0.6736097769257258
Full,0.7,1.2,900.0,1.1111111111111112,1.0,N2,,0.2393617444938938,239.3617444938938
Full,0.7,1.2,947.3684210526316,1.0555555555555556,1.0,N2,,0.0346295121670579,34.629512167057904
Full,0.7,1.2,994.7368421052631,1.0052910052910053,1.0,N2,,0.0017727617059906096,1.7727617059906096
Full,0.7,1.2,1042.1052631578948,0.9595959595959596,1.0,N2,,0.0003820299730499867,0.3820299730499867
Full,0.7,1.2,1089.4736842105262,0.9178743961352658,1.0,N2,,0.00020095930608113197,0.20095930608113197
Full,0.7,1.2,1136.842105263158,0.8796296296296297,1.0,N2,,0.00012993242460678745,0.12993242460678744
Full,0.7,1.2,1184.2105263157896,0.8444444444444443,1.0,N2,,9.286146145512296e-05,0.09286146145512296
Full,0.7,1.2,1231.578947368421,0.811965811965812,1.0,N2,,7.061996456170019e-05,0.0706199645617002
Full,0.7,1.2,1278.9473684210527,0.7818930041152263,1.0,N2,,5.609244689146907e-05,0.05609244689146907
Full,0.7,1.2,1326.3157894736842,0.753968253968254,1.0,N2,,4.604017994384548e-05,0.04604017994384548
Full,0.7,1.2,1373.6842105263158,0.7279693486590038,1.0,N2,,3.886938130251415e-05,0.03886938130251415
Full,0.7,1.2,1421.0526315789475,0.7037037037037036,1.0,N2,,3.349808899227585e-05,0.033498088992275854
Full,0.7,1.2,1468.421052631579,0.6810035842293907,1.0,N2,,2.9487685034476343e-05,0.02948768503447634
Full,0.7,1.2,1515.7894736842104,0.6597222222222223,1.0,N2,,0.00405310428065907,4.05310428065907
Full,0.7,1.2,1563.157894736842,0.6397306397306397,1.0,N2,,0.005187472371114888,5.187472371114888
Full,0.7,1.2,1610.5263157894738,0.6209150326797386,1.0,N2,,0.003803602852222304,3.803602852222304
Full,0.7,1.2,1657.8947368421054,0.6031746031746031,1.0,N2,,0.0034800756522563483,3.4800756522563483
Full,0.7,1.2,1705.2631578947369,0.5864197530864197,1.0,N2,,0.004286572089583794,4.286572089583794
Full,0.7,1.2,1752.6315789473683,0.5705705705705706,1.0,N2,,0.004270764111451323,4.270764111451323
Full,0.7,1.2,1800.0,0.5555555555555556,1.0,N2,,0.0029268548629639594,2.9268548629639595
Full,0.7,10.0,900.0,1.1111111111111112,1.0,N2,,0.08895250417257194,88.95250417257195
Full,0.7,10.0,947.3684210526316,1.0555555555555556,1.0,N2,,0.026717557215541803,26.717557215541802
Full,0.7,10.0,994.7368421052631,1.0052910052910053,1.0,N2,,0.008980308359896542,8.980308359896542
Full,0.7,10.0,1042.1052631578948,0.9595959595959596,1.0,N2,,0.0032894196433624883,3.2894196433624883
Full,0.7,10.0,1089.4736842105262,0.9178743961352658,1.0,N2,,0.0012718445188072381,1.271844518807238
Full,0.7,10.0,1136.842105263158,0.8796296296296297,1.0,N2,,0.0004958820067318368,0.4958820067318368
Full,0.7,10.0,1184.2105263157896,0.8444444444444443,1.0,N2,,0.00018001665488387637,0.18001665488387636
Full,0.7,10.0,1231.578947368421,0.811965811965812,1.0,N2,,5.415300300806717e-05,0.05415300300806717
Full,0.7,10.0,1278.9473684210527,0.7818930041152263,1.0,N2,,1.9246801857298854e-05,0.019246801857298854
Full,0.7,10.0,1326.3157894736842,0.753968253968254,1.0,N2,,1.065541674512373e-05,0.01065541674512373
Full,0.7,10.0,1373.6842105263158,0.7279693486590038,1.0,N2,,7.16518272450797e-06,0.00716518272450797
Full,0.7,10.0,1421.0526315789475,0.7037037037037036,1.0,N2,,5.284292547776926e-06,0.005284292547776927
Full,0.7,10.0,1468.421052631579,0.6810035842293907,1.0,N2,,4.124183612876923e-06,0.004124183612876923
Full,0.7,10.0,1515.7894736842104,0.6597222222222223,1.0,N2,,3.3434631562678026e-06,0.0033434631562678026
Full,0.7,10.0,1563.157894736842,0.6397306397306397,1.0,N2,,2.7861833869779213e-06,0.0027861833869779213
Full,0.7,10.0,1610.5263157894738,0.6209150326797386,1.0,N2,,2.3710429308793256e-06,0.0023710429308793257
Full,0.7,10.0,1657.8947368421054,0.6031746031746031,1.0,N2,,2.0530502024982454e-06,0.0020530502024982454
Full,0.7,10.0,1705.2631578947369,0.5864197530864197,1.0,N2,,1.8017422855353543e-06,0.0018017422855353543
Full,0.7,10.0,1752.6315789473683,0.5705705705705706,1.0,N2,,1.5992264782085666e-06,0.0015992264782085665
Full,0.7,10.0,1800.0,0.5555555555555556,1.0,N2,,1.4330617980870464e-06,0.0014330617980870463
Full,0.0,20.0,1050.0,0.9523809523809523,1.0,N2,,0.07679171427108655,76.79171427108655
Full,0.0,20.0,1100.0,0.9090909090909091,1.0,N2,,0.04004716078483597,40.047160784835974
Full,0.0,20.0,1150.0,0.8695652173913043,1.0,N2,,0.021316102368408772,21.31610236840877
Full,0.0,20.0,1200.0,0.8333333333333334,1.0,N2,,0.011258098991024791,11.258098991024792
Full,0.0,20.0,1250.0,0.8,1.0,N2,,0.005962897745205509,5.96289774520551
Full,0.0,20.0,1300.0,0.7692307692307693,1.0,N2,,0.0032090878325308943,3.2090878325308942
Full,0.0,20.0,1350.0,0.7407407407407407,1.0,N2,,0.0017648914931547794,1.7648914931547794
Full,0.0,20.0,1400.0,0.7142857142857143,1.0,N2,,0.0009936853847506133,0.9936853847506133
Full,0.0,20.0,1450.0,0.6896551724137931,1.0,N2,,0.0005731365875811016,0.5731365875811016
Full,0.0,20.0,1500.0,0.6666666666666666,1.0,N2,,0.0003388970779559501,0.3388970779559501
Full,0.0,20.0,1550.0,0.6451612903225806,1.0,N2,,0.00020569014762418495,0.20569014762418494
Full,0.0,20.0,1600.0,0.625,1.0,N2,,0.00012838941185653102,0.12838941185653102
Full,0.0,20.0,1650.0,0.6060606060606061,1.0,N2,,8.239107295428436e-05,0.08239107295428436
Full,0.0,20.0,1700.0,0.5882352941176471,1.0,N2,,0.00037513416051637504,0.37513416051637505
Full,0.0,20.0,1750.0,0.5714285714285714,1.0,N2,,0.0002446400791137649,0.24464007911376492
Full,0.0,20.0,1800.0,0.5555555555555556,1.0,N2,,0.00031241574521644424,0.3124157452164442
Full,0.0,20.0,1850.0,0.5405405405405406,1.0,N2,,0.00022206470326806825,0.22206470326806824
Full,0.0,20.0,1900.0,0.5263157894736842,1.0,N2,,0.00016254026284066836,0.16254026284066836
Full,0.0,20.0,1950.0,0.5128205128205128,1.0,N2,,0.00022381546737304886,0.22381546737304886
Full,0.0,20.0,2000.0,0.5,1.0,N2,,0.00014230529915150775,0.14230529915150775
Full,0.0,40.0,1050.0,0.9523809523809523,1.0,N2,,0.03323083570819977,33.23083570819977
Full,0.0,40.0,1100.0,0.9090909090909091,1.0,N2,,0.016829372252909956,16.829372252909955
Full,0.0,40.0,1150.0,0.8695652173913043,1.0,N2,,0.008921495608551353,8.921495608551353
Full,0.0,40.0,1200.0,0.8333333333333334,1.0,N2,,0.004834617970954577,4.834617970954578
Full,0.0,40.0,1250.0,0.8,1.0,N2,,0.002653927367162722,2.653927367162722
Full,0.0,40.0,1300.0,0.7692307692307693,1.0,N2,,0.001479955527889702,1.479955527889702
Full,0.0,40.0,1350.0,0.7407407407407407,1.0,N2,,0.0008419351636500937,0.8419351636500937
Full,0.0,40.0,1400.0,0.7142857142857143,1.0,N2,,0.0004896751972005373,0.4896751972005373
Full,0.0,40.0,1450.0,0.6896551724137931,1.0,N2,,0.0002913351936904355,0.2913351936904355
Full,0.0,40.0,1500.0,0.6666666666666666,1.0,N2,,0.00017731393324430257,0.17731393324430256
Full,0.0,40.0,1550.0,0.6451612903225806,1.0,N2,,0.00011040633615633575,0.11040633615633574
Full,0.0,40.0,1600.0,0.625,1.0,N2,,7.035328088865006e-05,0.07035328088865006
Full,0.0,40.0,1650.0,0.6060606060606061,1.0,N2,,4.5907597280570285e-05,0.045907597280570284
Full,0.0,40.0,1700.0,0.5882352941176471,1.0,N2,,3.071919482293267e-05,0.03071919482293267
Full,0.0,40.0,1750.0,0.5714285714285714,1.0,N2,,2.2480392906760287e-05,0.022480392906760287
Full,0.0,40.0,1800.0,0.5555555555555556,1.0,N2,,0.00010528685725941751,0.10528685725941751
Full,0.0,40.0,1850.0,0.5405405405405406,1.0,N2,,0.00010420659072375723,0.10420659072375724
Full,0.0,40.0,1900.0,0.5263157894736842,1.0,N2,,0.00012491146419257154,0.12491146419257154
Full,0.0,40.0,1950.0,0.5128205128205128,1.0,N2,,0.00011303467785418273,0.11303467785418272
Full,0.0,40.0,2000.0,0.5,1.0,N2,,7.859676503620731e-05,0.07859676503620731
Full,0.0,1.4,1050.0,0.9523809523809523,0.5,AR,,10.07156023748373,10071.56023748373
Full,0.0,1.4,1100.0,0.9090909090909091,0.5,AR,,10.025358266539273,10025.358266539273
Full,0.0,1.4,1150.0,0.8695652173913043,0.5,AR,,10.01427946869964,10014.279468699639
Full,0.0,1.4,1200.0,0.8333333333333334,0.5,AR,,1.0089517862678263,1008.9517862678264
Full,0.0,1.4,1250.0,0.8,0.5,AR,,1.0000932755852272,1000.0932755852272
Full,0.0,1.4,1300.0,0.7692307692307693,0.5,AR,,0.46143244946595985,461.43244946595985
Full,0.0,1.4,1350.0,0.7407407407407407,0.5,AR,,0.17948885381819685,179.48885381819684
Full,0.0,1.4,1400.0,0.7142857142857143,0.5,AR,,0.08351211277985143,83.51211277985144
Full,0.0,1.4,1450.0,0.6896551724137931,0.5,AR,,0.04394861973235351,43.948619732353514
Full,0.0,1.4,1500.0,0.6666666666666666,0.5,AR,,0.025261301843458497,25.261301843458497
Full,0.0,1.4,1550.0,0.6451612903225806,0.5,AR,,0.015509480286429678,15.509480286429678
Full,0.0,1.4,1600.0,0.625,0.5,AR,,0.010024586510547603,10.024586510547604
Full,0.0,1.4,1650.0,0.6060606060606061,0.5,AR,,0.006751486955077513,6.751486955077513
Full,0.0,1.4,1700.0,0.5882352941176471,0.5,AR,,0.004702975308225775,4.702975308225775
Full,0.0,1.4,1750.0,0.5714285714285714,0.5,AR,,0.003369105885216888,3.369105885216888
Full,0.0,1.4,1800.0,0.5555555555555556,0.5,AR,,0.0024726477860955247,2.472647786095525
Full,0.0,1.4,1850.0,0.5405405405405406,0.5,AR,,0.0018531028687451623,1.8531028687451623
Full,0.0,1.4,1900.0,0.5263157894736842,0.5,AR,,0.001414955870931326,1.4149558709313261
Full,0.0,1.4,1950.0,0.5128205128205128,0.5,AR,,0.001098948497796318,1.098948497796318
Full,0.0,1.4,2000.0,0.5,0.5,AR,,0.0008668091995057659,0.866809199505766
Full,0.0,1.4,1050.0,0.9523809523809523,1.0,AR,,10.388002906544724,10388.002906544723
Full,0.0,1.4,1100.0,0.9090909090909091,1.0,AR,,10.129379074614523,10129.379074614522
Full,0.0,1.4,1150.0,0.8695652173913043,1.0,AR,,10.097948573407303,10097.948573407302
Full,0.0,1.4,1200.0,0.8333333333333334,1.0,AR,,1.00737522575893,1007.3752257589299
Full,0.0,1.4,1250.0,0.8,1.0,AR,,1.001106324234015,1001.106324234015
Full,0.0,1.4,1300.0,0.7692307692307693,1.0,AR,,0.5303832861968595,530.3832861968594
Full,0.0,1.4,1350.0,0.7407407407407407,1.0,AR,,0.21552239292973538,215.5223929297354
Full,0.0,1.4,1400.0,0.7142857142857143,1.0,AR,,0.10182175615105568,101.82175615105568
Full,0.0,1.4,1450.0,0.6896551724137931,1.0,AR,,0.05379578244267235,53.79578244267235
Full,0.0,1.4,1500.0,0.6666666666666666,1.0,AR,,0.03089832559201057,30.89832559201057
Full,0.0,1.4,1550.0,0.6451612903225806,1.0,AR,,0.018917987132571208,18.91798713257121
Full,0.0,1.4,1600.0,0.625,1.0,AR,,0.012181964046748551,12.18196404674855
Full,0.0,1.4,1650.0,0.6060606060606061,1.0,AR,,0.008170753688698528,8.170753688698529
Full,0.0,1.4,1700.0,0.5882352941176471,1.0,AR,,0.005668625885519566,5.668625885519566
Full,0.0,1.4,1750.0,0.5714285714285714,1.0,AR,,0.0040452024861879245,4.045202486187924
Full,0.0,1.4,1800.0,0.5555555555555556,1.0,AR,,0.002958464615620051,2.958464615620051
Full,0.0,1.4,1850.0,0.5405405405405406,1.0,AR,,0.002210328085413422,2.210328085413422
Full,0.0,1.4,1900.0,0.5263157894736842,1.0,AR,,0.0016820779217304254,1.6820779217304254
Full,0.0,1.4,1950.0,0.5128205128205128,1.0,AR,,0.0013020139531083439,1.302013953108344
Full,0.0,1.4,2000.0,0.5,1.0,AR,,0.0010233831257787213,1.0233831257787214
Full,0.0,1.4,1050.0,0.9523809523809523,2.0,AR,,10.424629860233088,10424.629860233088
Full,0.0,1.4,1100.0,0.9090909090909091,2.0,AR,,10.125109598411592,10125.109598411593
Full,0.0,1.4,1150.0,0.8695652173913043,2.0,AR,,10.07890112565069,10078.90112565069
Full,0.0,1.4,1200.0,0.8333333333333334,2.0,AR,,1.001683433721466,1001.6834337214659
Full,0.0,1.4,1250.0,0.8,2.0,AR,,1.0009768854574024,1000.9768854574024
Full,0.0,1.4,1300.0,0.7692307692307693,2.0,AR,,0.6333015594351574,633.3015594351574
Full,0.0,1.4,1350.0,0.7407407407407407,2.0,AR,,0.26949482062741914,269.49482062741913
Full,0.0,1.4,1400.0,0.7142857142857143,2.0,AR,,0.1300259874969781,130.0259874969781
Full,0.0,1.4,1450.0,0.6896551724137931,2.0,AR,,0.0691891179795514,69.18911797955141
Full,0.0,1.4,1500.0,0.6666666666666666,2.0,AR,,0.039776694166302015,39.776694166302015
Full,0.0,1.4,1550.0,0.6451612903225806,2.0,AR,,0.024266660503847685,24.266660503847685
Full,0.0,1.4,1600.0,0.625,2.0,AR,,0.01556225558413328,15.56225558413328
Full,0.0,1.4,1650.0,0.6060606060606061,2.0,AR,,0.010375864791395078,10.375864791395077
Full,0.0,1.4,1700.0,0.5882352941176471,2.0,AR,,0.007150624435480536,7.150624435480536
Full,0.0,1.4,1750.0,0.5714285714285714,2.0,AR,,0.00506382785663515,5.06382785663515
Full,0.0,1.4,1800.0,0.5555555555555556,2.0,AR,,0.0036709554029336557,3.6709554029336555
Full,0.0,1.4,1850.0,0.5405405405405406,2.0,AR,,0.10037371946223556,100.37371946223556
Full,0.0,1.4,1900.0,0.5263157894736842,2.0,AR,,0.10068597923695681,100.68597923695681
Full,0.0,1.4,1950.0,0.5128205128205128,2.0,AR,,0.10016627143888304,100.16627143888304
Full,0.0,1.4,2000.0,0.5,2.0,AR,,0.101210914491805,101.210914491805
Full,0.0,1.4,1500.0,0.6666666666666666,1.0,AR,FigS1_1.4atm,0.03089832559201057,30.89832559201057
Full,0.0,1.4,1552.6315789473683,0.6440677966101696,1.0,AR,FigS1_1.4atm,0.018463443859398156,18.463443859398158
Full,0.0,1.4,1605.2631578947369,0.6229508196721312,1.0,AR,FigS1_1.4atm,0.01165918267994919,11.65918267994919
Full,0.0,1.4,1657.8947368421052,0.6031746031746031,1.0,AR,FigS1_1.4atm,0.007696244907293987,7.696244907293987
Full,0.0,1.4,1710.5263157894738,0.5846153846153845,1.0,AR,FigS1_1.4atm,0.005267827386072869,5.267827386072869
Full,0.0,1.4,1763.157894736842,0.5671641791044776,1.0,AR,FigS1_1.4atm,0.0037181384370003558,3.7181384370003556
Full,0.0,1.4,1815.7894736842104,0.5507246376811594,1.0,AR,FigS1_1.4atm,0.0026926996304352064,2.6926996304352064
Full,0.0,1.4,1868.421052631579,0.5352112676056338,1.0,AR,FigS1_1.4atm,0.00199499467372167,1.99499467372167
Full,0.0,1.4,1921.0526315789473,0.5205479452054794,1.0,AR,FigS1_1.4atm,0.0015073634426124116,1.5073634426124116
Full,0.0,1.4,1973.6842105263158,0.5066666666666667,1.0,AR,FigS1_1.4atm,0.0011594522596262795,1.1594522596262795
Full,0.0,1.4,2026.3157894736842,0.4935064935064935,1.0,AR,FigS1_1.4atm,0.0009070901857782986,0.9070901857782986
Full,0.0,1.4,2078.9473684210525,0.4810126582278481,1.0,AR,FigS1_1.4atm,0.0007202082218371955,0.7202082218371955
Full,0.0,1.4,2131.578947368421,0.46913580246913583,1.0,AR,FigS1_1.4atm,0.0005802305644443111,0.5802305644443111
Full,0.0,1.4,2184.2105263157896,0.4578313253012048,1.0,AR,FigS1_1.4atm,0.00047390427425229804,0.47390427425229803
Full,0.0,1.4,2236.842105263158,0.4470588235294118,1.0,AR,FigS1_1.4atm,0.0003921891642741216,0.3921891642741216
Full,0.0,1.4,2289.4736842105262,0.4367816091954023,1.0,AR,FigS1_1.4atm,0.00032899328443015063,0.32899328443015063
Full,0.0,1.4,2342.1052631578946,0.4269662921348315,1.0,AR,FigS1_1.4atm,0.00028045314271280756,0.2804531427128076
Full,0.0,1.4,2394.7368421052633,0.41758241758241754,1.0,AR,FigS1_1.4atm,0.10127532078670845,101.27532078670845
Full,0.0,1.4,2447.3684210526317,0.4086021505376344,1.0,AR,FigS1_1.4atm,0.10107038688081238,101.07038688081238
Full,0.0,1.4,2500.0,0.4,1.0,AR,FigS1_1.4atm,0.10050682280371455,100.50682280371456
Full,0.0,11.0,1500.0,0.6666666666666666,1.0,AR,FigS1_11atm,0.006646407090022205,6.646407090022205
Full,0.0,11.0,1552.6315789473683,0.6440677966101696,1.0,AR,FigS1_11atm,0.0035050932857317854,3.5050932857317854
Full,0.0,11.0,1605.2631578947369,0.6229508196721312,1.0,AR,FigS1_11atm,0.0020272252865615754,2.0272252865615754
Full,0.0,11.0,1657.8947368421052,0.6031746031746031,1.0,AR,FigS1_11atm,0.0012563646358118102,1.2563646358118101
Full,0.0,11.0,1710.5263157894738,0.5846153846153845,1.0,AR,FigS1_11atm,0.0008212130667132075,0.8212130667132076
Full,0.0,11.0,1763.157894736842,0.5671641791044776,1.0,AR,FigS1_11atm,0.0005597438175711532,0.5597438175711532
Full,0.0,11.0,1815.7894736842104,0.5507246376811594,1.0,AR,FigS1_11atm,0.0003946154362103311,0.3946154362103311
Full,0.0,11.0,1868.421052631579,0.5352112676056338,1.0,AR,FigS1_11atm,0.0002861282046068192,0.2861282046068192
Full,0.0,11.0,1921.0526315789473,0.5205479452054794,1.0,AR,FigS1_11atm,0.0002124890216899983,0.2124890216899983
Full,0.0,11.0,1973.6842105263158,0.5066666666666667,1.0,AR,FigS1_11atm,0.00016103267446600458,0.16103267446600458
Full,0.0,11.0,2026.3157894736842,0.4935064935064935,1.0,AR,FigS1_11atm,0.00012425035862551767,0.12425035862551767
Full,0.0,11.0,2078.9473684210525,0.4810126582278481,1.0,AR,FigS1_11atm,9.744181972600656e-05,0.09744181972600656
Full,0.0,11.0,2131.578947368421,0.46913580246913583,1.0,AR,FigS1_11atm,7.758058333096216e-05,0.07758058333096216
Full,0.0,11.0,2184.2105263157896,0.4578313253012048,1.0,AR,FigS1_11atm,6.253599159389293e-05,0.06253599159389293
Full,0.0,11.0,2236.842105263158,0.4470588235294118,1.0,AR,FigS1_11atm,5.107731992552662e-05,0.051077319925526624
Full,0.0,11.0,2289.4736842105262,0.4367816091954023,1.0,AR,FigS1_11atm,4.223458064519867e-05,0.04223458064519867
Full,0.0,11.0,2342.1052631578946,0.4269662921348315,1.0,AR,FigS1_11atm,3.5301397852319516e-05,0.03530139785231952
Full,0.0,11.0,2394.7368421052633,0.41758241758241754,1.0,AR,FigS1_11atm,2.9833316493201727e-05,0.029833316493201728
Full,0.0,11.0,2447.3684210526317,0.4086021505376344,1.0,AR,FigS1_11atm,2.5473881123970246e-05,0.025473881123970248
Full,0.0,11.0,2500.0,0.4,1.0,AR,FigS1_11atm,2.193327673663307e-05,0.021933276736633072
Full,0.0,43.4,900.0,1.1111111111111112,0.35,N2,FigS2a,0.29554986764894225,295.54986764894227
Full,0.0,43.4,921.0526315789474,1.0857142857142856,0.35,N2,FigS2a,0.19695731053415488,196.95731053415489
Full,0.0,43.4,942.1052631578948,1.0614525139664803,0.35,N2,FigS2a,0.13443103451145325,134.43103451145325
Full,0.0,43.4,963.1578947368421,1.0382513661202186,0.35,N2,FigS2a,0.09372271475371606,93.72271475371606
Full,0.0,43.4,984.2105263157895,1.0160427807486632,0.35,N2,FigS2a,0.06659091274364083,66.59091274364083
Full,0.0,43.4,1005.2631578947369,0.9947643979057591,0.35,N2,FigS2a,0.04812473264386001,48.12473264386001
Full,0.0,43.4,1026.3157894736842,0.9743589743589745,0.35,N2,FigS2a,0.03531639314792595,35.31639314792595
Full,0.0,43.4,1047.3684210526317,0.9547738693467336,0.35,N2,FigS2a,0.02627839607687601,26.27839607687601
Full,0.0,43.4,1068.421052631579,0.9359605911330049,0.35,N2,FigS2a,0.019800273900347085,19.800273900347086
Full,0.0,43.4,1089.4736842105262,0.9178743961352658,0.35,N2,FigS2a,0.015089638430150083,15.089638430150083
Full,0.0,43.4,1110.5263157894738,0.9004739336492891,0.35,N2,FigS2a,0.011618298597205446,11.618298597205445
Full,0.0,43.4,1131.578947368421,0.8837209302325582,0.35,N2,FigS2a,0.009028352367235275,9.028352367235275
Full,0.0,43.4,1152.6315789473683,0.8675799086757991,0.35,N2,FigS2a,0.0070736155572737845,7.073615557273785
Full,0.0,43.4,1173.6842105263158,0.852017937219731,0.35,N2,FigS2a,0.005582397897120995,5.582397897120995
Full,0.0,43.4,1194.7368421052631,0.8370044052863437,0.35,N2,FigS2a,0.004433398078070374,4.433398078070374
Full,0.0,43.4,1215.7894736842104,0.8225108225108226,0.35,N2,FigS2a,0.0035398844206239195,3.5398844206239195
Full,0.0,43.4,1236.842105263158,0.8085106382978723,0.35,N2,FigS2a,0.0028391511717624765,2.8391511717624764
Full,0.0,43.4,1257.8947368421054,0.7949790794979078,0.35,N2,FigS2a,0.0022853821847699414,2.2853821847699414
Full,0.0,43.4,1278.9473684210527,0.7818930041152263,0.35,N2,FigS2a,0.0018447954996503684,1.8447954996503684
Full,0.0,43.4,1300.0,0.7692307692307693,0.35,N2,FigS2a,0.00149223810979182,1.49223810979182
Full,0.1,43.4,900.0,1.1111111111111112,0.35,N2,FigS2a,0.06633016777079515,66.33016777079514
Full,0.1,43.4,921.0526315789474,1.0857142857142856,0.35,N2,FigS2a,0.0441842510290064,44.184251029006404
