mechanism,XH2_fuel,P_atm,T_unburned_K,phi,Su_m_s
Reduced,0.2,3.0,360.0,1.2,0.13311243850519874
Reduced,0.2,3.0,360.0,1.3,0.12443452844401924
Reduced,0.2,3.0,360.0,1.4,0.11368967343200173
Reduced,0.2,5.0,360.0,0.7,0.049243150080408325
Reduced,0.2,5.0,360.0,0.8,0.07590168251943548
Reduced,0.2,5.0,360.0,0.9,0.09599226696880599
Reduced,0.2,5.0,360.0,1.0,0.11038884164792641
Reduced,0.2,5.0,360.0,1.1,0.12010824416988054
Reduced,0.2,5.0,360.0,1.2,0.11664159683169172
Reduced,0.2,5.0,360.0,1.3,0.10868757114404524
Reduced,0.2,5.0,360.0,1.4,0.09848728700615325
Optimized,0.0,1.0,360.0,0.7,0.03936395481580659
Optimized,0.0,1.0,360.0,0.8,0.06183151799001739
Optimized,0.0,1.0,360.0,0.9,0.08442047663737735
Optimized,0.0,1.0,360.0,1.0,0.1088334989776302
Optimized,0.0,1.0,360.0,1.1,0.12015297205078346
Optimized,0.0,1.0,360.0,1.2,0.11239512489471494
Optimized,0.0,1.0,360.0,1.3,0.09964517921462153
Optimized,0.0,1.0,360.0,1.4,0.08647009090427729
Optimized,0.0,2.0,360.0,0.7,0.02451057932211757
Optimized,0.0,2.0,360.0,0.8,0.043699641256344214
Optimized,0.0,2.0,360.0,0.9,0.06234881419105941
Optimized,0.0,2.0,360.0,1.0,0.08171580708033131
Optimized,0.0,2.0,360.0,1.1,0.09434184682914219
Optimized,0.0,2.0,360.0,1.2,0.08717487428118907
Optimized,0.0,2.0,360.0,1.3,0.07751009909279043
Optimized,0.0,2.0,360.0,1.4,0.06717158597221985
Optimized,0.0,3.0,360.0,0.7,0.017292480827879902
Optimized,0.0,3.0,360.0,0.8,0.033759018323292485
Optimized,0.0,3.0,360.0,0.9,0.05032574482609842
Optimized,0.0,3.0,360.0,1.0,0.06670690207169105
Optimized,0.0,3.0,360.0,1.1,0.07883144459694881
Optimized,0.0,3.0,360.0,1.2,0.07351215993063613
Optimized,0.0,3.0,360.0,1.3,0.06491777453990628
Optimized,0.0,3.0,360.0,1.4,0.05671207512232843
Optimized,0.0,5.0,360.0,0.7,0.01125817095124553
Optimized,0.0,5.0,360.0,0.8,0.023302126163722705
Optimized,0.0,5.0,360.0,0.9,0.03708403848705299
Optimized,0.0,5.0,360.0,1.0,0.04989356340039825
Optimized,0.0,5.0,360.0,1.1,0.061073984097008566
Optimized,0.0,5.0,360.0,1.2,0.0577621030458209
Optimized,0.0,5.0,360.0,1.3,0.051842722187542996
Optimized,0.0,5.0,360.0,1.4,0.0454852642055364
Optimized,0.1,1.0,360.0,0.7,0.06033444479279428
Optimized,0.1,1.0,360.0,0.8,0.08941426650235075
Optimized,0.1,1.0,360.0,0.9,0.11980867628554352
Optimized,0.1,1.0,360.0,1.0,0.1505621351598009
Optimized,0.1,1.0,360.0,1.1,0.16043627325999713
Optimized,0.1,1.0,360.0,1.2,0.14892051071824328
Optimized,0.1,1.0,360.0,1.3,0.13338077387204017
Optimized,0.1,1.0,360.0,1.4,0.11636945639028096
Optimized,0.1,2.0,360.0,0.7,0.03851592834515713
Optimized,0.1,2.0,360.0,0.8,0.06344941605530807
Optimized,0.1,2.0,360.0,0.9,0.08802166796913424
Optimized,0.1,2.0,360.0,1.0,0.11242228331205895
Optimized,0.1,2.0,360.0,1.1,0.1245769689558774
Optimized,0.1,2.0,360.0,1.2,0.11552986906945283
Optimized,0.1,2.0,360.0,1.3,0.10244063469020068
Optimized,0.1,2.0,360.0,1.4,0.0898432240817253
Optimized,0.1,3.0,360.0,0.7,0.02707762107929223
Optimized,0.1,3.0,360.0,0.8,0.04910753673859861
Optimized,0.1,3.0,360.0,0.9,0.07056170617094387
Optimized,0.1,3.0,360.0,1.0,0.09124667116975732
Optimized,0.1,3.0,360.0,1.1,0.10411088985955569
Optimized,0.1,3.0,360.0,1.2,0.09642001056668854
Optimized,0.1,3.0,360.0,1.3,0.08560162354813157
Optimized,0.1,3.0,360.0,1.4,0.07523035379450384
Optimized,0.1,5.0,360.0,0.7,0.01611831532211732
Optimized,0.1,5.0,360.0,0.8,0.033420156321329574
Optimized,0.1,5.0,360.0,0.9,0.05123843931027726
Optimized,0.1,5.0,360.0,1.0,0.06781731073490985
Optimized,0.1,5.0,360.0,1.1,0.07969177123520432
Optimized,0.1,5.0,360.0,1.2,0.07475019051080944
Optimized,0.1,5.0,360.0,1.3,0.06725117207828765
Optimized,0.1,5.0,360.0,1.4,0.059495923257035815
Optimized,0.2,1.0,360.0,0.7,0.09162598849761551
Optimized,0.2,1.0,360.0,0.8,0.1316369751925547
Optimized,0.2,1.0,360.0,0.9,0.17494963761987706
Optimized,0.2,1.0,360.0,1.0,0.2148450759924659
Optimized,0.2,1.0,360.0,1.1,0.22264343074274728
Optimized,0.2,1.0,360.0,1.2,0.2002420455181733
Optimized,0.2,1.0,360.0,1.3,0.17995798094371848
Optimized,0.2,1.0,360.0,1.4,0.15974577515094784
Optimized,0.2,2.0,360.0,0.7,0.060152288237343546
Optimized,0.2,2.0,360.0,0.8,0.09399276308409364
Optimized,0.2,2.0,360.0,0.9,0.12721794610754592
Optimized,0.2,2.0,360.0,1.0,0.16049805323950625
Optimized,0.2,2.0,360.0,1.1,0.17173651781204025
Optimized,0.2,2.0,360.0,1.2,0.1572046415569715
Optimized,0.2,2.0,360.0,1.3,0.14019729443222478
Optimized,0.2,2.0,360.0,1.4,0.12311996596161139
Optimized,0.2,3.0,360.0,0.7,0.043196388965032716
Optimized,0.2,3.0,360.0,0.8,0.07326474103762427
Optimized,0.2,3.0,360.0,0.9,0.10166286625135167
Optimized,0.2,3.0,360.0,1.0,0.1301869072573909
Optimized,0.2,3.0,360.0,1.1,0.14254357274657375
Optimized,0.2,3.0,360.0,1.2,0.13124383250330188
Optimized,0.2,3.0,360.0,1.3,0.11681509986243922
Optimized,0.2,3.0,360.0,1.4,0.10292827466649096
Optimized,0.2,5.0,360.0,0.7,0.025243413268740852
Optimized,0.2,5.0,360.0,0.8,0.049726915499012515
Optimized,0.2,5.0,360.0,0.9,0.07369569654763111
Optimized,0.2,5.0,360.0,1.0,0.09539457932974908
Optimized,0.2,5.0,360.0,1.1,0.10805231209079821
Optimized,0.2,5.0,360.0,1.2,0.10042014564522982
Optimized,0.2,5.0,360.0,1.3,0.09013613308216151
Optimized,0.2,5.0,360.0,1.4,0.08013814567289478
Full,0.3,1.0,303.0,0.7,0.10399104670586494
Full,0.3,1.0,303.0,0.8,0.1446711555952421
Full,0.3,1.0,303.0,0.9,0.17873784558087016
Full,0.3,1.0,303.0,1.0,0.20884693192397508
Full,0.3,1.0,303.0,1.1,0.22398888636550887
Full,0.3,1.0,303.0,1.2,0.20591575559414238
Full,0.3,1.0,303.0,1.3,0.18021474153678074
Full,0.3,1.0,303.0,1.4,0.15872653775268217
Full,0.5,1.0,303.0,0.7,0.2252711861183791
Full,0.5,1.0,303.0,0.8,0.3053166780442147
Full,0.5,1.0,303.0,0.9,0.38022251531046625
Full,0.5,1.0,303.0,1.0,0.4455794489153787
Full,0.5,1.0,303.0,1.1,0.48040573486574495
Full,0.5,1.0,303.0,1.2,0.46378344836595653
Full,0.5,1.0,303.0,1.3,0.4105071756598801
Full,0.5,1.0,303.0,1.4,0.3481657563751351
Reduced,0.3,1.0,303.0,0.7,0.09286890056194637
Reduced,0.3,1.0,303.0,0.8,0.12144999943348152
Reduced,0.3,1.0,303.0,0.9,0.14481129114240993
Reduced,0.3,1.0,303.0,1.0,0.16453550868320402
Reduced,0.3,1.0,303.0,1.1,0.16700747175260588
Reduced,0.3,1.0,303.0,1.2,0.15865110423313936
Reduced,0.3,1.0,303.0,1.3,0.15025815045312205
Reduced,0.3,1.0,303.0,1.4,0.13930880275066146
Reduced,0.5,1.0,303.0,0.7,0.21434038196799243
Reduced,0.5,1.0,303.0,0.8,0.2810033097947573
Reduced,0.5,1.0,303.0,0.9,0.3421351102359399
Reduced,0.5,1.0,303.0,1.0,0.38981663339895856
Reduced,0.5,1.0,303.0,1.1,0.40044836411266954
Reduced,0.5,1.0,303.0,1.2,0.35268819505046434
Reduced,0.5,1.0,303.0,1.3,0.296991773700664
Reduced,0.5,1.0,303.0,1.4,0.2723134685477169
Optimized,0.3,1.0,303.0,0.7,0.0978158805466038
Optimized,0.3,1.0,303.0,0.8,0.14097704355856971
Optimized,0.3,1.0,303.0,0.9,0.18697901861171232
Optimized,0.3,1.0,303.0,1.0,0.23053412542333382
Optimized,0.3,1.0,303.0,1.1,0.239909392308219
Optimized,0.3,1.0,303.0,1.2,0.20602182714512413
Optimized,0.3,1.0,303.0,1.3,0.18173040734227097
Optimized,0.3,1.0,303.0,1.4,0.161685074075367
Optimized,0.5,1.0,303.0,0.7,0.24192411051971832
Optimized,0.5,1.0,303.0,0.8,0.3332334589465673
Optimized,0.5,1.0,303.0,0.9,0.4229722515267153
Optimized,0.5,1.0,303.0,1.0,0.49812556887726656
Optimized,0.5,1.0,303.0,1.1,0.52623799811289
Optimized,0.5,1.0,303.0,1.2,0.488771246675345
Optimized,0.5,1.0,303.0,1.3,0.40563493880119705
Optimized,0.5,1.0,303.0,1.4,0.32951799450631564
